pays,code_pays,année,produit,code_produit,dispo_int,dispo_kcal,dispo_kg,pertes,autres_utilisations
Lettonie,119,2013,Abats Comestible,2736,13000.0,21.0,6.21,,0.0
Lettonie,119,2013,Graisses Animales Crue,2737,22000.0,119.0,6.14,,9000.0
Lettonie,119,2013,"Beurre, Ghee",2740,3000.0,33.0,1.68,,
Lettonie,119,2013,Crème,2743,38000.0,99.0,18.45,,
Lettonie,119,2013,Oeufs,2744,30000.0,53.0,14.03,,
Lettonie,119,2013,Miel,2745,2000.0,7.0,0.87,,
Lettonie,119,2013,Poissons Eau Douce,2761,6000.0,5.0,3.12,,0.0
Lettonie,119,2013,Perciform,2762,5000.0,7.0,2.59,,0.0
Lettonie,119,2013,Poissons Pelagiques,2763,21000.0,26.0,10.02,,0.0
Lettonie,119,2013,"Poissons Marins, Autres",2764,11000.0,10.0,5.57,,0.0
Lettonie,119,2013,Crustacés,2765,3000.0,2.0,1.55,,0.0
Lettonie,119,2013,Cephalopodes,2766,0.0,0.0,0.16,,0.0
Lettonie,119,2013,"Mollusques, Autres",2767,1000.0,0.0,0.64,,0.0
Lettonie,119,2013,Animaux Aquatiques Autre,2769,0.0,0.0,0.01,,0.0
Lettonie,119,2013,Plantes Aquatiques,2775,0.0,0.0,0.0,,0.0
Lettonie,119,2013,Huiles de Poissons,2781,0.0,0.0,0.0,,0.0
Lettonie,119,2013,Huiles de Foie de Poisso,2782,0.0,0.0,0.0,,0.0
Lettonie,119,2013,Riz (Eq Blanchi),2805,5000.0,22.0,2.21,,
Lettonie,119,2013,Lait - Excl Beurre,2848,496000.0,261.0,174.11,2000.0,7000.0
Lettonie,119,2013,Miscellanees,2899,,9.0,,,
République démocratique populaire lao,120,2013,Blé,2511,13000.0,15.0,1.89,,
République démocratique populaire lao,120,2013,Orge,2513,8000.0,0.0,0.0,,
République démocratique populaire lao,120,2013,Maïs,2514,994000.0,138.0,15.44,24000.0,400000.0
République démocratique populaire lao,120,2013,Avoine,2516,0.0,0.0,0.0,,
République démocratique populaire lao,120,2013,"Céréales, Autres",2520,6000.0,2.0,0.25,,
République démocratique populaire lao,120,2013,Pommes de Terre,2531,26000.0,6.0,3.39,3000.0,
République démocratique populaire lao,120,2013,Manioc,2532,1269000.0,79.0,32.19,125000.0,800000.0
République démocratique populaire lao,120,2013,Patates douces,2533,64000.0,18.0,7.07,6000.0,
République démocratique populaire lao,120,2013,"Sucre, canne",2536,842000.0,19.0,24.43,43000.0,400000.0
République démocratique populaire lao,120,2013,Sucre non centrifugé,2541,0.0,0.0,0.0,,
République démocratique populaire lao,120,2013,Sucre Eq Brut,2542,35000.0,46.0,4.38,,5000.0
République démocratique populaire lao,120,2013,Edulcorants Autres,2543,19000.0,12.0,2.81,,
République démocratique populaire lao,120,2013,Haricots,2546,4000.0,5.0,0.56,,
République démocratique populaire lao,120,2013,Légumineuses Autres,2549,18000.0,23.0,2.43,0.0,
République démocratique populaire lao,120,2013,Noix,2551,0.0,0.0,0.0,,
République démocratique populaire lao,120,2013,Soja,2555,14000.0,9.0,0.92,,1000.0
République démocratique populaire lao,120,2013,Arachides Decortiquees,2556,32000.0,34.0,2.23,,
République démocratique populaire lao,120,2013,Graines de coton,2559,5000.0,,,0.0,
République démocratique populaire lao,120,2013,Sésame,2561,10000.0,24.0,1.5,,
République démocratique populaire lao,120,2013,"Plantes Oleiferes, Autre",2570,0.0,,,,
République démocratique populaire lao,120,2013,Huile de Soja,2571,1000.0,4.0,0.16,,
République démocratique populaire lao,120,2013,Huile d'Arachide,2572,7000.0,24.0,0.98,,0.0
République démocratique populaire lao,120,2013,Huile Graines de Coton,2575,1000.0,3.0,0.12,,
République démocratique populaire lao,120,2013,Huile d'Olive,2580,0.0,0.0,0.01,,
République démocratique populaire lao,120,2013,Huile de Son de Riz,2581,5000.0,17.0,0.71,,
République démocratique populaire lao,120,2013,Huil Plantes Oleif Autr,2586,0.0,1.0,0.03,,0.0
République démocratique populaire lao,120,2013,Tomates,2601,0.0,0.0,0.0,,
République démocratique populaire lao,120,2013,Oignons,2602,0.0,0.0,0.0,,
République démocratique populaire lao,120,2013,"Légumes, Autres",2605,1491000.0,124.0,210.43,66000.0,
République démocratique populaire lao,120,2013,"Oranges, Mandarines",2611,84000.0,9.0,11.75,4000.0,
République démocratique populaire lao,120,2013,Citrons & Limes,2612,4000.0,0.0,0.57,0.0,
République démocratique populaire lao,120,2013,Pamplemousse,2613,6000.0,1.0,0.83,0.0,
République démocratique populaire lao,120,2013,Bananes,2615,405000.0,98.0,56.75,21000.0,
République démocratique populaire lao,120,2013,Pommes,2617,1000.0,0.0,0.15,,
République démocratique populaire lao,120,2013,Ananas,2618,36000.0,4.0,5.1,2000.0,
République démocratique populaire lao,120,2013,Raisin,2620,0.0,0.0,0.06,,
République démocratique populaire lao,120,2013,"Fruits, Autres",2625,51000.0,9.0,7.15,3000.0,
République démocratique populaire lao,120,2013,Café,2630,72000.0,14.0,10.71,,
République démocratique populaire lao,120,2013,Feve de Cacao,2633,0.0,1.0,0.05,,
République démocratique populaire lao,120,2013,Thé,2635,6000.0,1.0,0.93,,
République démocratique populaire lao,120,2013,Piments,2641,12000.0,15.0,1.84,,
République démocratique populaire lao,120,2013,"Épices, Autres",2645,4000.0,9.0,0.61,,
République démocratique populaire lao,120,2013,Vin,2655,2000.0,1.0,0.33,,
République démocratique populaire lao,120,2013,Bière,2656,70000.0,14.0,10.29,,
République démocratique populaire lao,120,2013,Boissons Fermentés,2657,0.0,0.0,0.01,,
République démocratique populaire lao,120,2013,Boissons Alcooliques,2658,36000.0,43.0,5.27,,
République démocratique populaire lao,120,2013,"Alcool, non Comestible",2659,15000.0,,,,15000.0
République démocratique populaire lao,120,2013,Aliments pour enfants,2680,1000.0,2.0,0.21,,
République démocratique populaire lao,120,2013,Viande de Bovins,2731,49000.0,32.0,7.29,,
République démocratique populaire lao,120,2013,Viande d'Ovins/Caprins,2732,2000.0,1.0,0.27,,
République démocratique populaire lao,120,2013,Viande de Suides,2733,63000.0,92.0,9.31,,
République démocratique populaire lao,120,2013,Viande de Volailles,2734,28000.0,17.0,4.21,,
République démocratique populaire lao,120,2013,"Viande, Autre",2735,0.0,0.0,0.0,,
République démocratique populaire lao,120,2013,Abats Comestible,2736,12000.0,5.0,1.74,,
République démocratique populaire lao,120,2013,Graisses Animales Crue,2737,6000.0,19.0,0.91,,0.0
République démocratique populaire lao,120,2013,"Beurre, Ghee",2740,0.0,1.0,0.04,,
République démocratique populaire lao,120,2013,Oeufs,2744,17000.0,8.0,2.04,1000.0,
République démocratique populaire lao,120,2013,Miel,2745,,0.0,,,
République démocratique populaire lao,120,2013,Poissons Eau Douce,2761,130000.0,36.0,19.19,,0.0
République démocratique populaire lao,120,2013,Perciform,2762,0.0,0.0,0.0,,0.0
République démocratique populaire lao,120,2013,Poissons Pelagiques,2763,16000.0,1.0,0.37,,0.0
République démocratique populaire lao,120,2013,"Poissons Marins, Autres",2764,2000.0,0.0,0.24,,0.0
République démocratique populaire lao,120,2013,Crustacés,2765,0.0,0.0,0.0,,0.0
République démocratique populaire lao,120,2013,Cephalopodes,2766,0.0,0.0,0.0,,0.0
République démocratique populaire lao,120,2013,"Mollusques, Autres",2767,0.0,0.0,0.02,,0.0
République démocratique populaire lao,120,2013,Animaux Aquatiques Autre,2769,0.0,0.0,0.0,,0.0
République démocratique populaire lao,120,2013,Plantes Aquatiques,2775,0.0,0.0,0.0,,0.0
République démocratique populaire lao,120,2013,Riz (Eq Blanchi),2805,2290000.0,1408.0,159.11,137000.0,600000.0
République démocratique populaire lao,120,2013,Lait - Excl Beurre,2848,24000.0,7.0,2.92,0.0,
République démocratique populaire lao,120,2013,Miscellanees,2899,,4.0,,,
Liban,121,2013,Blé,2511,767000.0,983.0,119.72,22000.0,9000.0
Liban,121,2013,Orge,2513,86000.0,10.0,1.2,3000.0,
Liban,121,2013,Maïs,2514,416000.0,4.0,0.41,8000.0,7000.0
Liban,121,2013,Seigle,2515,0.0,0.0,0.0,,
Liban,121,2013,Avoine,2516,1000.0,1.0,0.09,,
Liban,121,2013,Millet,2517,0.0,,,,
Liban,121,2013,Sorgho,2518,1000.0,,,,
Liban,121,2013,"Céréales, Autres",2520,2000.0,0.0,0.04,,
Liban,121,2013,Pommes de Terre,2531,335000.0,90.0,44.03,19000.0,88000.0
Liban,121,2013,Manioc,2532,0.0,0.0,0.0,,0.0
Liban,121,2013,Patates douces,2533,2000.0,1.0,0.42,,
Liban,121,2013,Racines nda,2534,1000.0,0.0,0.22,0.0,
Liban,121,2013,"Sucre, canne",2536,0.0,0.0,0.0,,
Liban,121,2013,"Sucre, betterave",2537,1000.0,,,,
Liban,121,2013,Sucre Eq Brut,2542,217000.0,367.0,39.34,,27000.0
Liban,121,2013,Edulcorants Autres,2543,25000.0,28.0,5.18,,0.0
Liban,121,2013,Haricots,2546,6000.0,12.0,1.21,0.0,
Liban,121,2013,Pois,2547,4000.0,7.0,0.79,0.0,
Liban,121,2013,Légumineuses Autres,2549,40000.0,72.0,7.48,1000.0,1000.0
Liban,121,2013,Noix,2551,65000.0,85.0,13.18,,1000.0
Liban,121,2013,Soja,2555,0.0,0.0,0.03,0.0,
Liban,121,2013,Arachides Decortiquees,2556,17000.0,17.0,1.13,0.0,
Liban,121,2013,Graines de tournesol,2557,3000.0,,,0.0,
Liban,121,2013,Graines Colza/Moutarde,2558,1000.0,2.0,0.0,,
Liban,121,2013,Graines de coton,2559,3000.0,,,,
Liban,121,2013,Coco (Incl Coprah),2560,2000.0,2.0,0.51,,
Liban,121,2013,Sésame,2561,24000.0,41.0,2.53,1000.0,
Liban,121,2013,Olives,2563,102000.0,14.0,4.38,1000.0,0.0
Liban,121,2013,"Plantes Oleiferes, Autre",2570,1000.0,0.0,0.02,0.0,0.0
Liban,121,2013,Huile de Soja,2571,25000.0,127.0,5.25,,0.0
Liban,121,2013,Huile d'Arachide,2572,5000.0,25.0,1.05,,0.0
Liban,121,2013,Huile de Tournesol,2573,47000.0,87.0,3.59,,30000.0
Liban,121,2013,Huile de Colza&Moutarde,2574,2000.0,12.0,0.5,,
Liban,121,2013,Huile Graines de Coton,2575,1000.0,2.0,0.1,,0.0
Liban,121,2013,Huile de Palmistes,2576,0.0,,,,0.0
Liban,121,2013,Huile de Palme,2577,13000.0,,,,13000.0
Liban,121,2013,Huile de Coco,2578,2000.0,0.0,0.0,,2000.0
Liban,121,2013,Huile de Sésame,2579,5000.0,24.0,1.0,,
Liban,121,2013,Huile d'Olive,2580,18000.0,77.0,3.18,,3000.0
Liban,121,2013,Huile de Germe de Maïs,2582,8000.0,39.0,1.62,,
Liban,121,2013,Huil Plantes Oleif Autr,2586,8000.0,35.0,1.47,,1000.0
Liban,121,2013,Tomates,2601,373000.0,36.0,70.22,35000.0,
Liban,121,2013,Oignons,2602,81000.0,18.0,14.56,11000.0,0.0
Liban,121,2013,"Légumes, Autres",2605,584000.0,69.0,107.51,58000.0,6000.0
Liban,121,2013,"Oranges, Mandarines",2611,91000.0,11.0,14.15,15000.0,0.0
Liban,121,2013,Citrons & Limes,2612,94000.0,8.0,15.15,10000.0,7000.0
Liban,121,2013,Pamplemousse,2613,9000.0,1.0,1.64,1000.0,0.0
Liban,121,2013,"Agrumes, Autres",2614,-1000.0,,,,
Liban,121,2013,Bananes,2615,82000.0,23.0,14.26,13000.0,
Liban,121,2013,Bananes plantains,2616,12000.0,5.0,2.54,,
Liban,121,2013,Pommes,2617,89000.0,16.0,13.08,8000.0,0.0
Liban,121,2013,Ananas,2618,17000.0,4.0,3.55,,
Liban,121,2013,Dattes,2619,8000.0,8.0,1.76,,
Liban,121,2013,Raisin,2620,72000.0,19.0,9.2,5000.0,3000.0
Liban,121,2013,"Fruits, Autres",2625,175000.0,44.0,30.94,20000.0,4000.0
Liban,121,2013,Café,2630,42000.0,11.0,8.73,,
Liban,121,2013,Feve de Cacao,2633,9000.0,25.0,1.84,,
Liban,121,2013,Thé,2635,5000.0,1.0,0.99,,
Liban,121,2013,Poivre,2640,1000.0,1.0,0.11,,
Liban,121,2013,Piments,2641,0.0,1.0,0.1,,
Liban,121,2013,Girofles,2642,0.0,0.0,0.02,,
Liban,121,2013,"Épices, Autres",2645,2000.0,4.0,0.43,,
Liban,121,2013,Vin,2655,14000.0,5.0,2.7,,1000.0
Liban,121,2013,Bière,2656,43000.0,9.0,8.03,,4000.0
Liban,121,2013,Boissons Fermentés,2657,1000.0,0.0,0.13,,
Liban,121,2013,Boissons Alcooliques,2658,13000.0,23.0,2.79,,
Liban,121,2013,"Alcool, non Comestible",2659,3000.0,,,,3000.0
Liban,121,2013,Aliments pour enfants,2680,6000.0,13.0,1.29,,
Liban,121,2013,Viande de Bovins,2731,78000.0,87.0,15.22,,5000.0
Liban,121,2013,Viande d'Ovins/Caprins,2732,12000.0,15.0,2.33,,0.0
Liban,121,2013,Viande de Suides,2733,8000.0,11.0,1.7,,1000.0
Liban,121,2013,Viande de Volailles,2734,98000.0,71.0,20.37,,0.0
Liban,121,2013,"Viande, Autre",2735,0.0,0.0,0.0,,
Liban,121,2013,Abats Comestible,2736,7000.0,4.0,1.46,,
Liban,121,2013,Graisses Animales Crue,2737,2000.0,10.0,0.44,,0.0
Liban,121,2013,"Beurre, Ghee",2740,6000.0,25.0,1.24,,
Liban,121,2013,Crème,2743,3000.0,3.0,0.65,,
Liban,121,2013,Oeufs,2744,24000.0,14.0,3.7,2000.0,0.0
Liban,121,2013,Miel,2745,2000.0,3.0,0.37,,
Liban,121,2013,Poissons Eau Douce,2761,3000.0,1.0,0.66,,0.0
Liban,121,2013,Perciform,2762,2000.0,1.0,0.48,,0.0
Liban,121,2013,Poissons Pelagiques,2763,20000.0,7.0,2.88,,0.0
Liban,121,2013,"Poissons Marins, Autres",2764,23000.0,8.0,4.87,,0.0
Liban,121,2013,Crustacés,2765,6000.0,1.0,1.27,,0.0
Liban,121,2013,Cephalopodes,2766,0.0,0.0,0.1,,0.0
Liban,121,2013,"Mollusques, Autres",2767,2000.0,0.0,0.35,,0.0
Liban,121,2013,Plantes Aquatiques,2775,0.0,0.0,0.0,,0.0
Liban,121,2013,Huiles de Poissons,2781,0.0,0.0,0.0,,0.0
Liban,121,2013,Riz (Eq Blanchi),2805,53000.0,110.0,10.84,1000.0,0.0
Liban,121,2013,Lait - Excl Beurre,2848,791000.0,168.0,114.52,20000.0,219000.0
Liban,121,2013,Miscellanees,2899,,1.0,,,
Lesotho,122,2013,Blé,2511,122000.0,429.0,52.7,11000.0,
Lesotho,122,2013,Orge,2513,3000.0,2.0,0.25,0.0,
Lesotho,122,2013,Maïs,2514,354000.0,1379.0,158.4,20000.0,
Lesotho,122,2013,Avoine,2516,0.0,1.0,0.17,0.0,
Lesotho,122,2013,Sorgho,2518,25000.0,78.0,9.74,1000.0,
Lesotho,122,2013,"Céréales, Autres",2520,2000.0,8.0,1.02,,
Lesotho,122,2013,Pommes de Terre,2531,130000.0,104.0,56.52,13000.0,
Lesotho,122,2013,Sucre Eq Brut,2542,30000.0,144.0,14.51,,
Lesotho,122,2013,Edulcorants Autres,2543,4000.0,11.0,2.08,,
Lesotho,122,2013,Haricots,2546,14000.0,56.0,6.13,0.0,
Lesotho,122,2013,Pois,2547,3000.0,13.0,1.35,0.0,
Lesotho,122,2013,Noix,2551,0.0,0.0,0.02,,
Lesotho,122,2013,"Plantes Oleiferes, Autre",2570,2000.0,,,,
Lesotho,122,2013,Huil Plantes Oleif Autr,2586,2000.0,20.0,0.82,,
Lesotho,122,2013,Tomates,2601,3000.0,1.0,1.36,,
Lesotho,122,2013,"Légumes, Autres",2605,39000.0,10.0,17.15,3000.0,
Lesotho,122,2013,"Oranges, Mandarines",2611,3000.0,1.0,1.21,,
Lesotho,122,2013,Bananes,2615,0.0,0.0,0.19,,
Lesotho,122,2013,Pommes,2617,3000.0,2.0,1.44,,
Lesotho,122,2013,Ananas,2618,0.0,0.0,0.02,,
Lesotho,122,2013,Raisin,2620,0.0,0.0,0.16,,
Lesotho,122,2013,"Fruits, Autres",2625,54000.0,23.0,25.21,2000.0,
Lesotho,122,2013,Café,2630,0.0,0.0,0.02,,
Lesotho,122,2013,Feve de Cacao,2633,0.0,2.0,0.09,,
Lesotho,122,2013,Thé,2635,0.0,0.0,0.19,,
Lesotho,122,2013,"Épices, Autres",2645,1000.0,6.0,0.69,,
Lesotho,122,2013,Vin,2655,1000.0,1.0,0.42,,
Lesotho,122,2013,Bière,2656,29000.0,19.0,14.12,,
Lesotho,122,2013,Boissons Fermentés,2657,22000.0,10.0,10.49,,
Lesotho,122,2013,Boissons Alcooliques,2658,1000.0,4.0,0.44,,
Lesotho,122,2013,Viande de Bovins,2731,12000.0,31.0,6.02,,
Lesotho,122,2013,Viande d'Ovins/Caprins,2732,7000.0,13.0,3.32,,
Lesotho,122,2013,Viande de Suides,2733,4000.0,18.0,2.14,,
Lesotho,122,2013,Viande de Volailles,2734,21000.0,34.0,10.24,,
Lesotho,122,2013,"Viande, Autre",2735,6000.0,8.0,2.88,,
Lesotho,122,2013,Abats Comestible,2736,3000.0,5.0,1.57,,
Lesotho,122,2013,Graisses Animales Crue,2737,1000.0,9.0,0.39,,0.0
Lesotho,122,2013,"Beurre, Ghee",2740,0.0,1.0,0.06,,
Lesotho,122,2013,Oeufs,2744,2000.0,4.0,1.06,0.0,
Lesotho,122,2013,Miel,2745,0.0,0.0,0.01,,
Lesotho,122,2013,Poissons Eau Douce,2761,0.0,0.0,0.19,,0.0
Lesotho,122,2013,Perciform,2762,0.0,0.0,0.0,,0.0
Lesotho,122,2013,Poissons Pelagiques,2763,1000.0,1.0,0.44,,0.0
Lesotho,122,2013,"Poissons Marins, Autres",2764,0.0,0.0,0.18,,0.0
Lesotho,122,2013,Crustacés,2765,0.0,0.0,0.01,,0.0
Lesotho,122,2013,Cephalopodes,2766,0.0,0.0,0.0,,0.0
Lesotho,122,2013,"Mollusques, Autres",2767,0.0,0.0,0.01,,0.0
Lesotho,122,2013,Plantes Aquatiques,2775,0.0,0.0,0.0,,0.0
Lesotho,122,2013,Huiles de Poissons,2781,0.0,0.0,0.0,,0.0
Lesotho,122,2013,Huiles de Foie de Poisso,2782,0.0,0.0,0.0,,0.0
Lesotho,122,2013,Riz (Eq Blanchi),2805,8000.0,37.0,3.73,0.0,
Lesotho,122,2013,Lait - Excl Beurre,2848,54000.0,40.0,25.35,1000.0,
Lesotho,122,2013,Miscellanees,2899,,3.0,,,
Libéria,123,2013,Blé,2511,47000.0,99.0,10.95,0.0,
Libéria,123,2013,Orge,2513,1000.0,0.0,0.0,,
Libéria,123,2013,Maïs,2514,16000.0,0.0,0.04,,
Libéria,123,2013,Avoine,2516,1000.0,2.0,0.29,,
Libéria,123,2013,"Céréales, Autres",2520,0.0,0.0,0.0,,
Libéria,123,2013,Pommes de Terre,2531,1000.0,1.0,0.27,0.0,
Libéria,123,2013,Manioc,2532,520000.0,365.0,121.1,,
Libéria,123,2013,Patates douces,2533,23000.0,13.0,4.86,2000.0,
Libéria,123,2013,Racines nda,2534,28000.0,14.0,5.76,3000.0,
Libéria,123,2013,Ignames,2535,22000.0,12.0,4.51,2000.0,
Libéria,123,2013,"Sucre, canne",2536,265000.0,8.0,9.32,52000.0,
Libéria,123,2013,Sucre Eq Brut,2542,22000.0,51.0,5.07,,
Libéria,123,2013,Edulcorants Autres,2543,2000.0,3.0,0.58,,
Libéria,123,2013,Légumineuses Autres,2549,6000.0,13.0,1.36,0.0,
Libéria,123,2013,Noix,2551,3000.0,4.0,0.58,0.0,
Libéria,123,2013,Soja,2555,3000.0,6.0,0.63,0.0,
Libéria,123,2013,Arachides Decortiquees,2556,4000.0,11.0,0.73,0.0,
Libéria,123,2013,Coco (Incl Coprah),2560,7000.0,4.0,1.39,1000.0,
Libéria,123,2013,Sésame,2561,0.0,,,,0.0
Libéria,123,2013,Palmistes,2562,11000.0,,,,
Libéria,123,2013,"Plantes Oleiferes, Autre",2570,0.0,0.0,0.0,,0.0
Libéria,123,2013,Huile de Soja,2571,0.0,0.0,0.0,,
Libéria,123,2013,Huile d'Arachide,2572,0.0,0.0,0.0,,
Libéria,123,2013,Huile de Colza&Moutarde,2574,0.0,0.0,0.02,,
Libéria,123,2013,Huile de Palmistes,2576,5000.0,29.0,1.21,,
Libéria,123,2013,Huile de Palme,2577,66000.0,354.0,14.61,,3000.0
Libéria,123,2013,Huile de Coco,2578,0.0,0.0,0.0,,
Libéria,123,2013,Huile de Sésame,2579,0.0,0.0,0.0,,
Libéria,123,2013,Huile d'Olive,2580,0.0,1.0,0.03,,
Libéria,123,2013,Huil Plantes Oleif Autr,2586,4000.0,22.0,0.91,,0.0
Libéria,123,2013,Tomates,2601,7000.0,1.0,1.72,,
Libéria,123,2013,"Légumes, Autres",2605,121000.0,20.0,25.33,13000.0,
Libéria,123,2013,"Oranges, Mandarines",2611,9000.0,1.0,1.93,1000.0,
Libéria,123,2013,Citrons & Limes,2612,0.0,0.0,0.0,,
Libéria,123,2013,Bananes,2615,132000.0,47.0,28.29,11000.0,
Libéria,123,2013,Bananes plantains,2616,48000.0,25.0,10.36,4000.0,
Libéria,123,2013,Pommes,2617,0.0,0.0,0.11,,
Libéria,123,2013,Ananas,2618,9000.0,2.0,1.79,1000.0,
Libéria,123,2013,Raisin,2620,0.0,0.0,0.03,,
Libéria,123,2013,"Fruits, Autres",2625,4000.0,1.0,0.96,0.0,
Libéria,123,2013,Café,2630,1000.0,0.0,0.27,,0.0
Libéria,123,2013,Feve de Cacao,2633,2000.0,7.0,0.52,,
Libéria,123,2013,Thé,2635,0.0,0.0,0.08,,
Libéria,123,2013,Poivre,2640,0.0,0.0,0.0,,
Libéria,123,2013,"Épices, Autres",2645,0.0,0.0,0.0,,
Libéria,123,2013,Vin,2655,0.0,0.0,0.08,,
Libéria,123,2013,Bière,2656,20000.0,5.0,4.62,,
Libéria,123,2013,Boissons Fermentés,2657,1000.0,0.0,0.14,,
Libéria,123,2013,Boissons Alcooliques,2658,19000.0,28.0,3.46,,4000.0
Libéria,123,2013,Aliments pour enfants,2680,1000.0,2.0,0.19,,
Libéria,123,2013,Viande de Bovins,2731,3000.0,3.0,0.78,,
Libéria,123,2013,Viande d'Ovins/Caprins,2732,2000.0,2.0,0.48,,
Libéria,123,2013,Viande de Suides,2733,17000.0,32.0,4.01,,
Libéria,123,2013,Viande de Volailles,2734,38000.0,30.0,8.91,,
Libéria,123,2013,"Viande, Autre",2735,9000.0,6.0,2.12,,
Libéria,123,2013,Abats Comestible,2736,4000.0,3.0,0.88,,
Libéria,123,2013,Graisses Animales Crue,2737,1000.0,4.0,0.19,,0.0
Libéria,123,2013,"Beurre, Ghee",2740,0.0,0.0,0.01,,
Libéria,123,2013,Oeufs,2744,11000.0,7.0,2.05,1000.0,
Libéria,123,2013,Miel,2745,0.0,0.0,0.0,,
Libéria,123,2013,Poissons Eau Douce,2761,2000.0,1.0,0.54,,0.0
Libéria,123,2013,Perciform,2762,4000.0,1.0,0.85,,0.0
Libéria,123,2013,Poissons Pelagiques,2763,7000.0,4.0,1.65,,0.0
Libéria,123,2013,"Poissons Marins, Autres",2764,5000.0,2.0,1.09,,0.0
Libéria,123,2013,Crustacés,2765,0.0,0.0,0.02,,0.0
Libéria,123,2013,Cephalopodes,2766,0.0,0.0,0.01,,0.0
Libéria,123,2013,"Mollusques, Autres",2767,0.0,0.0,0.0,,0.0
Libéria,123,2013,Animaux Aquatiques Autre,2769,0.0,0.0,0.0,,0.0
Libéria,123,2013,Huiles de Poissons,2781,0.0,0.0,0.0,,0.0
Libéria,123,2013,Huiles de Foie de Poisso,2782,0.0,0.0,0.0,,0.0
Libéria,123,2013,Riz (Eq Blanchi),2805,455000.0,952.0,94.75,20000.0,
Libéria,123,2013,Lait - Excl Beurre,2848,13000.0,6.0,3.04,0.0,
Libéria,123,2013,Miscellanees,2899,,2.0,,,
Lituanie,126,2013,Blé,2511,980000.0,950.0,121.59,31000.0,152000.0
Lituanie,126,2013,Orge,2513,543000.0,54.0,8.08,15000.0,36000.0
Lituanie,126,2013,Maïs,2514,251000.0,6.0,0.66,,
Lituanie,126,2013,Seigle,2515,113000.0,105.0,14.09,2000.0,
Lituanie,126,2013,Avoine,2516,149000.0,17.0,3.0,10000.0,
Lituanie,126,2013,Millet,2517,0.0,,,,
Lituanie,126,2013,Sorgho,2518,0.0,,,,
Lituanie,126,2013,"Céréales, Autres",2520,265000.0,4.0,0.51,10000.0,
Lituanie,126,2013,Pommes de Terre,2531,532000.0,174.0,95.75,29000.0,1000.0
Lituanie,126,2013,Manioc,2532,6000.0,,,,
Lituanie,126,2013,Patates douces,2533,0.0,0.0,0.01,,
Lituanie,126,2013,Racines nda,2534,0.0,0.0,0.0,,
Lituanie,126,2013,"Sucre, betterave",2537,1034000.0,,,,
Lituanie,126,2013,Sucre Eq Brut,2542,114000.0,316.0,33.16,,2000.0
Lituanie,126,2013,Edulcorants Autres,2543,49000.0,86.0,13.61,,4000.0
Lituanie,126,2013,Haricots,2546,15000.0,,,5000.0,
Lituanie,126,2013,Pois,2547,30000.0,30.0,3.49,,
Lituanie,126,2013,Légumineuses Autres,2549,25000.0,1.0,0.1,,
Lituanie,126,2013,Noix,2551,4000.0,14.0,1.37,,
Lituanie,126,2013,Soja,2555,9000.0,0.0,0.02,,
Lituanie,126,2013,Arachides Decortiquees,2556,2000.0,12.0,0.76,,0.0
Lituanie,126,2013,Graines de tournesol,2557,5000.0,,,,
Lituanie,126,2013,Graines Colza/Moutarde,2558,239000.0,2.0,0.0,,
Lituanie,126,2013,Coco (Incl Coprah),2560,1000.0,1.0,0.33,,
Lituanie,126,2013,Sésame,2561,0.0,,,,
Lituanie,126,2013,Olives,2563,2000.0,2.0,0.66,,
Lituanie,126,2013,"Plantes Oleiferes, Autre",2570,7000.0,,,,
Lituanie,126,2013,Huile de Soja,2571,5000.0,43.0,1.79,,
Lituanie,126,2013,Huile d'Arachide,2572,0.0,0.0,0.0,,
Lituanie,126,2013,Huile de Tournesol,2573,19000.0,90.0,3.71,,8000.0
Lituanie,126,2013,Huile de Colza&Moutarde,2574,137000.0,33.0,1.35,,133000.0
Lituanie,126,2013,Huile Graines de Coton,2575,0.0,,,,0.0
Lituanie,126,2013,Huile de Palmistes,2576,0.0,,,,0.0
Lituanie,126,2013,Huile de Palme,2577,10000.0,,,,11000.0
Lituanie,126,2013,Huile de Coco,2578,1000.0,4.0,0.17,,
Lituanie,126,2013,Huile de Sésame,2579,0.0,0.0,0.0,,
Lituanie,126,2013,Huile d'Olive,2580,1000.0,8.0,0.34,,0.0
Lituanie,126,2013,Huile de Germe de Maïs,2582,0.0,0.0,0.01,,
Lituanie,126,2013,Huil Plantes Oleif Autr,2586,7000.0,6.0,0.32,,6000.0
Lituanie,126,2013,Tomates,2601,62000.0,8.0,18.47,6000.0,
Lituanie,126,2013,Oignons,2602,40000.0,14.0,12.5,2000.0,
Lituanie,126,2013,"Légumes, Autres",2605,264000.0,53.0,78.02,12000.0,
Lituanie,126,2013,"Oranges, Mandarines",2611,48000.0,11.0,15.79,,
Lituanie,126,2013,Citrons & Limes,2612,5000.0,1.0,1.8,,
Lituanie,126,2013,Pamplemousse,2613,7000.0,1.0,2.27,,
Lituanie,126,2013,"Agrumes, Autres",2614,0.0,0.0,0.07,,
Lituanie,126,2013,Bananes,2615,19000.0,10.0,5.85,,
Lituanie,126,2013,Bananes plantains,2616,3000.0,2.0,1.02,,
Lituanie,126,2013,Pommes,2617,56000.0,7.0,7.68,,
Lituanie,126,2013,Ananas,2618,4000.0,2.0,1.47,,
Lituanie,126,2013,Dattes,2619,0.0,0.0,0.11,,
Lituanie,126,2013,Raisin,2620,17000.0,6.0,3.11,,0.0
